identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	learned_canonical_prob
AT3G13276.1	A0A1I9LTB9	3	not observed		4.423038799999999	-0.2342105263157894	8.602483940124515	86.11	114.3004	hypothetical protein	0.03478533473640843
AT3G13280.1	F4JC91	3	not observed		42.83287890000005	-0.3694516971279373	6.56674518585205	52.09	22.0434	Putative endonuclease or glycosyl hydrolase	0.24823967205200156
AT3G13310.1	Q9LTT7	3	not observed		17.449447199999984	-0.5242038216560512	10.000609779357909	99.98	1031.1504	Chaperone DnaJ-domain superfamily protein	0.9445944196220001
AT3G13370.1	F4JCA2	3	not observed		19.702904699999984	-0.8340425531914895	9.00231685638428	6.08	1457.3354	formin-like protein	0.46801662949007133
AT3G13404.1	F4JCA6	3	not observed		2.6401418000000008	-1.0333333333333334	11.00644550323486	90.36	132.7249	hypothetical protein	0.0021993155726189504
AT3G13432.1	Q56YQ1	3	not observed		7.921179899999999	-0.1366197183098587	9.728617668151855	61.15	206.3404	transmembrane protein	0.04254980715762445
AT3G13433.1	F4JDB5	3	not observed		5.735791899999998	0.1399999999999998	10.197173881530762	51.0	532.0683	transmembrane protein	0.02132991243004386
AT3G13435.1	Q8GZ07	3	not observed		7.726164799999997	0.1098591549295773	11.781355476379396	67.3	299.824	transmembrane protein	0.0007029637058984065
AT3G13437.1	Q1G3B2	3	not observed		7.933251999999998	-0.1014285714285714	8.534921073913573	93.88	100.1899	transmembrane protein	0.13326913149456462
AT3G13500.1	Q9LJE1	3	not observed		13.52428129999998	-0.564957264957265	4.0500284194946286	51.75	46.8475	hypothetical protein	0.037316249140054825
AT3G13520.1	AGP12	3	not observed		6.089232899999999	1.1933333333333327	4.677076148986816	99.93	4830.9918	arabinogalactan protein 12	0.0054635890485810095
AT3G13672.1	SINA6	3	not observed		25.1393455	-0.621296296296297	7.731660270690917	98.59	157.9042	TRAF-like superfamily protein	0.7487360720328398
AT3G13674.1	Q3EB68	3	not observed		10.035526399999991	0.063157894736842	11.630886268615722	99.84	152.4346	hypothetical protein	0.15351996530121617
AT3G13680.1	FBK54	3	not observed		45.171104500000055	-0.247848101265823	6.93807430267334	72.77	17.2081	F-box and associated interaction domains-containing protein	0.29249282061964105
AT3G13830.1	FB144	3	not observed		42.45041490000008	-0.1127320954907162	4.674120521545409	5.92	79.4077	F-box and associated interaction domains-containing protein	0.30377759193156273
AT3G13840.1	SCL29	3	not observed		57.18073270000009	-0.4341176470588236	5.278432655334471	65.4	43.8401	GRAS family transcription factor	0.723496410857689
AT3G13857.1	Q7X7R5	3	not observed		4.7774401	0.1547619047619047	11.82919101715088	67.42	2861.9024	hypothetical protein	3.419838304720114e-05
AT3G13898.1	EPFL3	3	not observed		14.043155199999983	-0.5203252032520327	9.149627113342287	73.29	51.7041	EPIDERMAL PATTERNING FACTOR-like protein	0.05464037989968501
AT3G14030.1	F4JEN3	3	not observed		22.939887500000008	-0.1845	5.135709953308105	12.25	18.8295	F-box associated ubiquitination effector family protein	0.08473477263873154
AT3G14060.1	Q9LVJ2	3	not observed		14.41592379999999	-0.1912000000000001	11.184313774108888	96.12	583.7744	hypothetical protein	0.3336705886710792
AT3G14140.1	F4JFR7	3	not observed		53.0861152	-0.4069767441860467	9.2992582321167	91.59	88.3871	2-oxoglutarate-dependent dioxygenase family protein	0.7937335348381367
AT3G14225.1	GRIP4	3	not observed		42.028243600000025	-0.1281167108753315	8.682682609558107	68.41	1071.6265	GDSL-motif lipase 4	0.8936928728618206
AT3G14260.1	LOR11	3	not observed		26.279679900000023	-0.3491304347826088	8.607383537292485	50.61	353.6276	LURP-one-like protein (DUF567)	0.7585482906484369
AT3G14320.1	ATL61	3	not observed		22.858491100000013	-0.2573529411764707	5.078814125061034	56.09	35.0213	Zinc finger%2C C3HC4 type (RING finger) family protein	0.10524584855602738
AT3G14362.1	Q6IM82	3	not observed		5.633691699999998	-0.2208333333333332	9.761818885803224	55.49	1017.4943	ROTUNDIFOLIA like 10	0.04528512545978343
AT3G14452.1	B3H6H4	3	not observed		4.327992099999998	0.7605263157894736	4.657068824768066	62.12	548.9696	transmembrane protein	0.0018245491284164172
AT3G14460.1	DRL21	3	not observed		158.9053090000011	-0.1676264044943818	5.570926094055174	99.37	31.8543	LRR and NB-ARC domains-containing disease resistance protein	0.8505294048069799
AT3G14467.1	A0A1I9LT65	3	not observed		7.433417500000004	-1.161904761904762	10.240947914123534	87.8	61.039	hypothetical protein	0.016466416321780482
AT3G14480.1	Q9LRR3	3	not observed		16.876004099999946	0.0137142857142857	8.692030525207517	4.74	47.5942	glycine/proline-rich protein	0.16639908903657355
AT3G14490.1	TPS17	3	not observed		70.17849180000022	-0.3492512479201329	5.785663795471191	33.39	12.1095	Terpenoid cyclases/Protein prenyltransferases superfamily protein	0.3799716962833346
AT3G14560.1	Q9LUD8	3	not observed		17.738409700000005	-0.455194805194805	4.0500284194946286	99.14	1078.8539	hypothetical protein	0.6820726661670398
AT3G14595.1	Q1H563	3	not observed		14.468347699999988	-0.0325757575757578	8.957253456115723	100.0	1338.8961	Ribosomal protein L18ae family	0.9588936145627915
AT3G14710.1	FDL43	3	not observed		50.14476520000011	0.0726244343891402	8.221346855163574	74.03	28.8806	RNI-like superfamily protein	0.4655824715662716
AT3G14740.1	Q8L8P1	3	not observed		38.738716099999984	-0.6489736070381233	5.260869407653809	99.01	375.5879	RING/FYVE/PHD zinc finger superfamily protein	0.8587303702647539
AT3G14760.1	Q9LH80	3	not observed		19.153248300000005	-0.3142857142857143	9.535470390319825	91.75	847.9702	transmembrane protein	0.609223367579931
AT3G14880.1	Q9LKB6	3	not observed		28.097091000000013	-0.5569672131147547	5.878822898864747	61.5	143.7615	transcription factor-like protein	0.360526129630198
AT3G14970.1	Q9LKA8	3	not observed		25.058239000000007	-0.0522727272727272	4.366223716735839	10.56	12.1092	RING/U-box superfamily protein	0.06465646542542218
AT3G15070.1	Q94F54	3	not observed		54.74235500000004	-0.6732510288065832	6.166200828552246	99.88	109.0165	RING/U-box superfamily protein	0.9806491655972744
AT3G15111.1	B3H7B9	3	not observed		4.3680994	0.3078947368421053	6.013872337341308	0.21	1.73	hypothetical protein	0.005522122577254324
AT3G15170.1	NAC54	3	not observed		34.23242450000006	-0.319677419354839	8.17563877105713	85.74	205.0061	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	0.6600891432125814
AT3G15250.1	Q5BPR0	3	not observed		25.3451726	-0.8278761061946903	10.12625865936279	52.95	252.2205	TPRXL	0.32627882084226123
AT3G15251.1	B3H6P4	3	not observed		4.018454700000001	-0.8081081081081078	9.298484611511231	11.62	12.3208	hypothetical protein	0.0012759043960082334
AT3G15359.1	B3H6F6	3	not observed		7.143409100000001	-0.2806451612903226	10.104017066955567	11.79	11.3529	hypothetical protein	0.0006410135372691342
AT3G15370.1	EXP12	3	not observed		27.617075099999987	-0.2432539682539682	10.060114097595214	50.11	64.9811	expansin 12	0.28091012964435685
AT3G15518.1	Q8GYA5	3	not observed		11.988844699999984	-0.719811320754717	11.878831672668458	99.26	3111.4839	hypothetical protein	0.4562293471339614
AT3G15534.1	B3H6H2	3	not observed		7.605086199999997	0.1147058823529411	9.94497356414795	74.81	174.4798	hypothetical protein	0.01372423189875822
AT3G15548.1	B3H4Q8	3	not observed		3.797430000000001	0.4636363636363637	10.289041328430171	2.03	25.613	transmembrane protein	1.0176705499357185e-05
AT3G15605.1	Q1G2Z8	3	not observed		44.76225910000008	-0.4751879699248118	9.864065742492675	39.64	15.7321	nucleic acid binding protein	0.2117722804146921
AT3G15740.1	Q9LW05	3	not observed		25.531095800000006	-0.3857142857142861	4.375374794006347	87.63	80.5581	RING/U-box superfamily protein	0.36224588815032965
AT3G15760.1	Q9LW03	3	not observed		15.25957599999998	-0.6659259259259259	10.2606107711792	99.47	235.6521	cytochrome P450 family protein	0.79251012112714
AT3G15780.1	Q9LW01	3	not observed		12.965913799999992	-0.2085470085470086	10.71788501739502	99.88	387.3553	transmembrane protein	0.8769029555968794
AT3G15860.1	Q5XVB9	3	not observed		19.5356719	-0.2011764705882352	9.50955410003662	14.91	124.3769	plant self-incompatibility protein S1 family protein	0.37316547303218817
AT3G15870.1	ADS32	3	not observed		42.34207850000005	-0.0592797783933517	8.863451957702637	20.39	40.3174	Fatty acid desaturase family protein	0.19278479324039174
AT3G15909.1	B3H519	3	not observed		5.309212100000001	-0.6355555555555554	10.051797676086426	2.08	17.3552	hypothetical protein	7.75241905818664e-05
AT3G15910.1	F4J048	3	not observed		35.81017450000004	-0.3433224755700327	9.276436424255367	28.03	6.6202	hypothetical protein	0.09570123380847709
AT3G16020.1	F4J1E9	3	not observed		11.363020199999998	0.0020408163265305	5.722402000427247	90.92	58.4466	F-box associated ubiquitination effector protein	0.17551330407303922
AT3G16117.1	B3H624	3	not observed		6.5210694	-0.810909090909091	5.008276939392089	4.69	6.8232	hypothetical protein	0.009937470225009105
AT3G16130.1	A0A2H1ZEI1	3	not observed		61.4441682000002	-0.6301115241635683	5.316912651062012	9.24	36.3476	RHO guanyl-nucleotide exchange factor 13	0.1736802188044356
AT3G16160.1	TCX8	3	not observed		41.19929410000008	-0.6592391304347825	6.859295463562011	89.69	12.4852	Tesmin/TSO1-like CXC domain-containing protein	0.38530007877998373
AT3G16210.1	FB145	3	not observed		42.402267900000034	-0.2650000000000003	6.4685274124145495	64.62	37.8279	F-box family protein	0.3322152846450319
AT3G16280.1	ERF36	3	not observed		26.204449300000004	-0.6305084745762713	4.775521278381347	99.56	70.4343	Integrase-type DNA-binding superfamily protein	0.6384712653497479
AT3G16330.1	O04324	3	not observed		22.85562939999999	-0.5512195121951222	9.392995262145996	98.66	349.8566	Avr9/Cf-9 rapidly elicited protein	0.7450832843550037
AT3G16360.1	AHP4	3	not observed		14.66925919999998	-0.7118110236220475	5.61940975189209	87.34	256.0333	HPT phosphotransmitter 4	0.6995338880364306
AT3G16432.1	B3H4G7	3	not observed		6.968536499999997	0.6180327868852458	10.033810997009276	4.32	16.895	hypothetical protein	0.0004279783655207161
AT3G16525.1	A0A1I9LM76	3	not observed		3.991742000000001	0.1222222222222222	9.693869209289552	3.44	1.9809	hypothetical protein	6.452581533573982e-05
AT3G16540.1	DGP11	3	not observed		63.694624800000106	-0.2360714285714286	8.654509925842287	60.83	24.1254	DegP protease 11	0.4330178299713974
AT3G16550.1	DGP12	3	not observed		56.187472200000016	-0.2022044088176353	9.235112190246582	5.29	5.5379	protease Do-like protein	0.05205824350606443
AT3G16600.1	F4J2R0	3	not observed		72.99426550000028	-0.4592476489028207	9.37062473297119	24.55	20.295	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein	0.21631627788219002
AT3G16680.1	F4J2R9	3	not observed		10.240836399999989	-0.086206896551724	9.34599781036377	25.37	18.6009	DNA binding / DNA-directed RNA polymerase	0.0140246712233091
AT3G16710.1	PP238	3	not observed		57.943682800000026	0.1051282051282049	9.014630317687988	99.35	68.1411	Pentatricopeptide repeat (PPR) superfamily protein	0.8668768323849109
AT3G16712.1	B3H7G7	3	not observed		8.326094099999997	-0.7873239436619719	6.515419578552247	97.04	237.2089	hypothetical protein	0.6394594439238906
AT3G16820.1	FB147	3	not observed		36.58925900000005	-0.2469648562300319	5.944869804382324	2.08	5.5104	F-box and associated interaction domains-containing protein	0.049941747355508305
AT3G16870.1	GAT17	3	not observed		20.610085699999992	-0.8447368421052639	9.402214241027831	99.96	353.6097	GATA transcription factor 17	0.9560790690683637
AT3G16880.1	FBK57	3	not observed		42.33640780000003	-0.3361643835616441	8.63375110626221	5.38	3.8784	F-box and associated interaction domains-containing protein	0.03474056984692352
AT3G16930.1	Q3E734	3	not observed		7.474234399999999	-0.5666666666666664	6.709297370910644	11.21	8.6009	hypothetical protein	0.03329887042887679
AT3G16960.1	F4J3Y5	3	not observed		12.665660999999991	-0.0964912280701755	6.06889247894287	2.64	55.6905	plant self-incompatibility protein S1 family protein	0.09070023172500616
AT3G16970.1	Q3EB54	3	not observed		16.226252799999994	-0.562857142857143	8.496820259094239	1.96	15.8265	Plant self-incompatibility protein S1 family	0.06620512149091172
AT3G17010.1	Y3701	3	not observed		35.28656000000004	-0.6523178807947023	9.732356834411618	51.15	319.1305	AP2/B3-like transcriptional factor family protein	0.7004989476537394
AT3G17120.1	Q9LSN5	3	not observed		23.31036299999997	-0.4529680365296807	9.667114830017091	99.98	169.1478	transmembrane protein	0.9499574441130776
AT3G17140.1	F4J405	3	not observed		11.987041799999991	0.1973214285714287	7.6900541305542	7.83	45.0907	Plant invertase/pectin methylesterase inhibitor superfamily protein	0.1763436285162468
AT3G17190.1	F4J412	3	not observed		14.19970059999998	-1.3182539682539691	9.430902671813964	5.78	177.7802	hypothetical protein	0.23664418634330853
AT3G17261.1	B3H5A7	3	not observed		3.7994809	0.937142857142857	5.92651081085205	3.14	37.8088	transmembrane protein	0.0015464655972040652
AT3G17270.1	FB149	3	not observed		15.614182399999985	-0.4185185185185185	10.015437507629391	9.4	15.5982	F-box/associated interaction domain protein	0.01734990571649442
AT3G17370.1	F4J555	3	not observed		23.90468240000001	-0.0499999999999999	9.442958259582518	10.21	5.1254	Pentatricopeptide repeat (PPR) superfamily protein	0.02688728328078552
AT3G17400.1	FB151	3	not observed		21.343616500000014	-0.2345945945945945	9.43857440948486	24.4	83.2314	F-box family protein	0.3235055102879315
AT3G17480.1	FB152	3	not observed		43.44361870000011	-0.1943850267379679	4.736813926696779	8.53	46.0326	F-box/associated interaction domain protein	0.21344690737164923
AT3G17490.1	FB153	3	not observed		46.16959340000006	-0.4798969072164953	9.344901847839356	2.84	4.0694	F-box and associated interaction domains-containing protein	0.023039873046182928
AT3G17500.1	FB154	3	not observed		51.35028040000008	-0.3205479452054796	8.324560737609865	7.19	5.0982	F-box family protein	0.04849927127052713
AT3G17530.1	FBK59	3	not observed		44.151026500000015	-0.2484536082474228	7.430982017517089	15.05	47.1727	F-box and associated interaction domains-containing protein	0.19995203424736027
AT3G17540.1	FBK60	3	not observed		46.55560810000002	-0.4580808080808083	8.333908653259279	5.98	19.2397	F-box and associated interaction domains-containing protein	0.055643873649205276
AT3G17550.1	Q9LUP3	3	not observed		34.37257620000003	-0.3543918918918921	5.549270439147949	4.21	3.9164	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	0.055533968916318725
AT3G17560.1	FB155	3	not observed		47.67302330000009	-0.2295399515738502	6.037631034851074	3.86	8.5364	F-box and associated interaction domains-containing protein	0.08332653139218787
AT3G17570.1	FBK61	3	not observed		44.46618810000007	-0.3517060367454071	5.975164985656738	11.51	11.3164	F-box and associated interaction domains-containing protein	0.18014319402010054
AT3G17580.1	Q9LUN9	3	not observed		9.068257	-0.7549999999999997	9.062981605529783	89.74	189.6673	SsrA-binding protein	0.268997741181409
AT3G17600.1	IAA31	3	not observed		18.1544134	-0.5645569620253167	7.729045677185058	73.42	693.5094	indole-3-acetic acid inducible 31	0.6344438145940466
AT3G17620.1	FB156	3	not observed		46.44689990000006	-0.3502512562814073	8.243523979187014	13.17	3.6711	F-box and associated interaction domains-containing protein	0.05796666071370573
AT3G17626.1	B3H6U3	3	not observed		5.8638432	0.2377358490566037	8.661343574523926	99.65	76.2917	structural constituent of ribosome	0.3882527132281342
AT3G17717.1	A0A1I9LT04	3	not observed		14.20290699999999	-0.3102362204724411	5.1442358016967775	99.67	106.6863	S-adenosylmethionine decarboxylase proenzyme	0.8264147833888605
AT3G17890.1	Q9LVI1	3	not observed		17.292253299999988	-1.1006535947712417	7.8716703414917	99.98	1477.2924	hypothetical protein	0.9785178255906578
AT3G18120.1	Q9LV29	3	not observed		18.4258244	-0.0487499999999998	4.739428520202637	4.85	6.1674	F-box associated ubiquitination effector family protein	0.03373659042207207
AT3G18150.1	FBL45	3	not observed		52.50179560000005	-0.0122807017543859	8.618278694152835	7.14	44.975	RNI-like superfamily protein	0.22858863443057537
AT3G18180.1	Q9LV22	3	not observed		53.1869558000001	-0.047659574468085	9.189275169372555	24.45	159.0876	Glycosyltransferase family 61 protein	0.6769745392440909
AT3G18235.1	F4J7L7	3	not observed		12.206710399999988	-0.1123809523809523	9.90822658538818	42.43	3.7464	hypothetical protein	0.003326927760939444
AT3G18250.1	Q6E248	3	not observed		7.4654191	0.5986842105263159	5.196527671813963	89.55	7333.5602	Putative membrane lipoprotein	0.020773349951656712
AT3G18282.1	F4J7M4	3	not observed		9.983577499999983	-0.2527472527472527	11.512909126281738	36.31	37.9587	hypothetical protein	0.00023123726010996156
AT3G18291.1	B3H4I2	3	not observed		4.827493899999999	-0.1428571428571427	7.779673957824707	11.85	17.6769	hypothetical protein	0.03012417433542933
AT3G18300.1	Q9LS60	3	not observed		29.936480199999984	-0.6408759124087596	9.751310539245605	99.54	135.216	hypothetical protein	0.8371353341317961
AT3G18320.1		3	not observed		21.558638900000005	-0.2026315789473682	8.268086433410648	94.09	109.4039	F-box and associated interaction domains-containing protein	0.42933126737136684
AT3G18330.1	FB159	3	not observed		43.31394790000001	-0.4082446808510643	6.426125526428222	60.85	51.7345	F-box family protein	0.44476543645904876
